id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
34113,False,0,,en,"Urgh! A Music War","Urgh! A Music War","Stand up & dance!","Urgh! A Music War is a British film released in 1981 featuring performances by punk rock, new wave, and post-punk acts of the late 70s and early 80s.",0.102459,1981-01-01,0,122.0
22257,False,0,,pl,Vabank,Vabank,,"October 1934. Poland. Famous bank robber Kwinto decided to quit his dangerous criminal job, but after his friend's death, he changed his mind and organized a burglary of famous and well protected bank which belonged to his former partner in crime, backstabbing and double-crossing Kramer. Kwinto designs a clever plan not to only rob the Kramer's bank but to make it look like Kramer himself did it.",0.726743,1981-01-01,0,104.0
35343,False,0,,sv,"Varning f�r J�nssonligan","Varning f�r J�nssonligan",,"The movie begins with the J�nsson gang making a minor burglary. It goes wrong and the gang leader, Sickan, gets caught. After he has spent 10 months in jail, Vanheden and Rocky come to welcome him when he's released. But he doesn't take notice of them, and he's picked up by the mysterious banker Wall-Enberg Jr. instead. He wants Sickan to perform a burglary in Switzerland, in order to retrieve the famous Bedford Diamonds. Sickan does this but is fooled by Wall-Enberg and nearly gets caught. When he returns to Sweden and re-unites with his old gang members, he's set on revenge, both physically and psychologically...",0.083938,1981-12-04,0,89.0
30142,False,0,,en,"Vernon, Florida","Vernon, Florida",,"Early Errol Morris documentary intersplices random chatter he captured on film of the genuinely eccentric residents of Vernon, Florida. A few examples? The preacher giving a sermon on the definition of the word ""Therefore,"" and the obsessive turkey hunter who speaks reverentially of the ""gobblers"" he likes to track down and kill.",1.320642,1981-10-08,0,55.0
17360,False,10000000,,en,"Escape to Victory","Escape to Victory","The Germans planned a spectaular match - the prisoners planned a spectacular escape.","A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.",9.865257,1981-06-17,27453418,116.0
31695,False,0,,en,"Whose Life Is It Anyway?","Whose Life Is It Anyway?","You'll have a lot of laughs.....before you cry.","Ken Harrison is an artist that lives to make sculptures. One day he is involved in a car accident, and is paralyzed from his neck down. All he can do is talk and move his head, and he wants to die. Whilst he is in hospital he makes friends with some of the staff, and they support him when he goes to trial to be allowed to die.",2.236259,1981-12-02,0,119.0
76397,False,0,,en,"Zoot Suit","Zoot Suit","An american original.","Part fact and part fiction, Zoot Suit is the film version of Luis Valdez's critically acclaimed play, based on the actual Sleepy Lagoon murder case and the zoot suit riots of 1940s Los Angeles. Henry Reyna is the leader of a group of Mexican-Americans being sent to San Quentin without substantial evidence for the death of a man at Sleepy Lagoon. As part of the defense committee, Alice Bloomfield and George Shearer fight the blatant miscarriage of justice for the freedom of Henry and his friends.",1.128317,1981-10-02,0,103.0
40952,False,20000000,,en,"Alone in the Dark","Alone in the Dark","Too frightened to breathe...","A quartet of murderous psychopaths break out of a mental hospital during a power blackout and lay siege to their doctor's house.",1.057387,1982-11-12,8178569,93.0
38849,False,0,,en,Android,Android,"Meet Max 404. He's a little over five years old. He just met his first woman. It's time to get down to Earth.","Eccentric scientist Dr .Daniel and his shy assistant Max lead a quiet life on their space station, carrying out illegal research on androids, until they receive an unwelcome visit from three fugitives one of whom is female. Both Dr. Daniel and Max show an interest in her, but one of the other visitors has more sinister intentions.",1.295139,1982-10-15,0,80.0
71524,False,0,,fr,"L'as des as","Ace of Aces",,"In this action comedy the French boxer Jo Cavalier is charmed on the train to Berlin for the Olympics in Hitler's Germany by the little boy Simon Rosenblum who asks his autograph; when it turns out his adorable young fan is a Jewish orphan in danger of persecution, he risks his one shot at Olympic glory to save Simon and his family, helped only by a German officer-gentleman who became his friend in World War I, by an adventurous escape to Switzerland, Nazi troops on their heals and braving impossible odds in roller coaster-style.",2.014981,1982-10-27,0,100.0
43279,False,0,,en,"Attack Force Z","Attack Force Z","Mel Gibson blasting his way to hell and back","Tim Burstall directs then-up-and-comers Mel Gibson and Sam Neill in this action-packed Cannes Film Festival selection about the grim realities of World War II, a gritty drama based on actual events. Sent to rescue survivors from the site of a plane crash in the South Pacific, Capt. P.G. Kelly (Gibson) and his elite squad of Australian commandos must keep tabs on a defecting Japanese official who could hold the secret to peace.",1.021685,1982-06-10,88000,93.0
29743,False,0,,it,"Attila flagello di Dio","Attila flagello di Dio",,"The misadventures of Attila and his band of barbarians as they take up arms against the Roman Empire in their native Milano",2.835882,1982-01-01,0,97.0
41760,False,0,,en,"Author! Author!","Author! Author!","They share the laughter, the love, the frustration... and the bathroom.","A broadway playwright is burning the candle at both ends. He is dealing with pressure from a production nearing premiere, a wife who is leaving him, and 5 children 4 of which belong to her.",3.727104,1982-06-18,0,110.0
31665,False,0,,en,Barbarosa,Barbarosa,,"Karl Westover, an inexperienced farm boy, runs away after unintentionally killing a neighbor, whose family pursues him for vengeance. He meets Barbarosa, a gunman of near-mythical proportions, who is himself in danger from his father-in-law Don Braulio, a wealthy Mexican rancher. Don Braulio wants Barbarosa dead for marrying his daughter against the father's will. Barbarosa reluctantly takes the clumsy Karl on as a partner, as both of them look to survive the forces lining up against them.",1.134435,1982-01-01,1736123,90.0
40219,False,0,,en,"The Beast Within","The Beast Within","He Was On The Verge Of Becoming A Man... Eater!","In the beginning of the movie you see a woman getting raped by a man-creature of some sort. The movie takes place years later when the child that was a result of that rape is on the rampage looking for a girl to rape to start the process all over again.",0.948859,1982-01-01,0,98.0
45840,False,0,,en,"Best Friends","Best Friends","What a present for Christmas","When a professional couple who have lived &amp; worked together for many years finally decide to marry, their sudden betrothal causes many unexpectedly funny and awkward difficulties. They soon find that being married is often quite different from being ""best friends.""",4.771286,1982-12-17,0,116.0
16363,False,35000000,,en,"The Best Little Whorehouse in Texas","The Best Little Whorehouse in Texas","With Burt and Dolly this much fun just couldn't be legal!","The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""",2.171346,1982-07-23,69701637,114.0
22023,False,22000000,,en,"The Border","The Border",,"A corrupted border agent decides to clean up his act when an impoverished woman's baby is put up for sale on the black market.",2.686525,1982-01-29,0,108.0
171,False,0,,fr,"La Boum 2","The Party 2",,"The second film from the Le Boum series about a young French teenage girl who after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.",4.964833,1982-12-08,0,109.0
73116,False,0,,en,"Brimstone & Treacle","Brimstone & Treacle",,"A strange young man has a sinister effect on the family of a middle-aged writer.",0.620534,1982-10-01,0,87.0
26639,False,0,,en,"Britannia Hospital","Britannia Hospital","Will they ever recover...?","Britannia Hospital, an esteemed English institution, is marking its gala anniversary with a visit by the Queen Mother herself. But when investigative reporter Mick Travis arrives to cover the celebration, he finds the hospital under siege by striking workers, ruthless unions, violent demonstrators, racist aristocrats, and African cannibal dictator and sinister human experiments.",2.008448,1982-05-27,0,116.0
42124,False,0,,en,"Burden of Dreams","Burden of Dreams",,"For nearly five years, acclaimed German filmmaker Werner Herzog desperately tried to complete one of the most ambitious and difficult films of his career, Fitzcarraldo, the story of one man�s attempt to build an opera house deep in the Amazon jungle. Documentary filmmaker Les Blank captured the unfolding of this production, made more perilous by Herzog�s determination to shoot the most daunting scenes without models or special effects, including a sequence requiring hundreds of native Indians to pull a full-size, 320-ton steamship over a small mountain. The result is an extraordinary document of the filmmaking process and a unique look into the single-minded mission of one of cinema�s most fearless directors.",2.712121,1982-05-30,0,95.0
25297,False,0,,en,"Cannery Row","Cannery Row","You don't have to be crazy to live here...but it helps.","A depressed section of Monterey, California is the backdrop for an offbeat romantic comedy about a pair of mismatched lovers. Doc is a lonely marine biologist and former baseball star. Suzy is a scrappy, abrasive drifter who can't even succeed as a prostitute. Add Cannery Row's band of resident drunken derelicts to the mix and fireworks result, though not the romantic kind.",2.086954,1982-02-12,0,120.0
39274,False,0,,en,"The Challenge","The Challenge","He has trained every thought, every muscle, every nerve, for the moment of truth!","Rick, a down-and-out American boxer, is hired to transport a sword to Japan, unaware that the whole thing is a set up in a bitter blood-feud between two brothers, one who follows the traditional path of the samurai and the other a businessman. At the behest of the businessman, Rick undertakes samurai training from the other brother, but joins his cause. He also becomes romantically involved with the samurai's daughter.",0.3985,1982-07-23,0,113.0
11564,False,4300000,,en,"Class of 1984","Class of 1984","Class of 1984. Is this the future?","Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",4.821182,1982-08-20,0,98.0
67772,False,850000,,en,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean","Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean","A cup of coffee and a side of dreams.","The Disciples of James Dean meet up on the anniversary of his death and mull over their lives in the present and in flashback, revealing the truth behind their complicated lives. Who is the mysterious Joanne and what's the real story behind Mona's son, James Dean Junior ?",1.094395,1982-11-12,840000,109.0
4202,False,0,,fr,Danton,Danton,,"Danton (G�rard Depardieu) and Robespierre (Wojciech Pszoniak) were close friends and fought together in the French Revolution, but by 1793 Robespierre was France's ruler, determined to wipe out opposition with a series of mass executions that became known as the Reign of Terror. Danton, well known as a spokesman of the people, had been living in relative solitude in the French countryside, but he returned to Paris to challenge Robespierre's violent rule and call for the people to demand their rights. Robespierre, however, could not accept such a challenge, even from a friend and colleague, and he blocked out a plan for the capture and execution of Danton and his allies.",1.547715,1983-01-12,0,136.0
17590,False,0,,en,Deathtrap,Deathtrap,"When a man has murder on his mind be sure you don't fall into a...Deathtrap.","A Broadway playwright puts murder in his plan to take credit for a student's script.",3.814738,1982-03-19,0,116.0
20787,False,0,,tr,"D�nyay? Kurtaran Adam","The Man Who Saves The World",,"The film follows the adventures of Murat (Ark?n) and Ali (Akkaya), whose spaceships crash on a desert planet following a battle, shown by using footage from Star Wars as well as Soviet and American space program newsreel clips. While hiking across the desert, they speculate that the planet is inhabited only by women. Murat does his ""wolf whistle"", which he uses on attractive women. However, he blows the wrong whistle and they are attacked by skeletons on horseback, which they defeat in hand-to-hand combat. The main villain soon shows up and captures the heroes, bringing them to his gladiatorial arena so they can fight. The villain tells them he is actually from Earth and is a 1,000 year old wizard. He tried to defeat Earth, but was always repelled by a shield of concentrated human brain molecules, which looks like the Death Star from Star Wars. The only way he can bypass this impenetrable defense is to use a human brain against it.",1.125238,1982-11-04,0,91.0
28940,False,350000,,en,"Eating Raoul","Eating Raoul","A tasty comedy of bad manners.","A relatively boring Los Angeles couple discover a bizarre, if not murderous way to get funding for opening a restaurant.",11.758627,1982-03-24,0,87.0
13497,False,20000000,,en,Drumline,Drumline,"Half time is game time","A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",5.270187,2002-12-13,57588485,118.0
11852,False,0,,en,"The Hot Chick","The Hot Chick","The hottest chick in town just switched bodies with the luckiest loser in the world.","Not only is Jessica Spencer (Rachel McAdams) the most popular girl in school -- she is also the meanest. But things change for the attractive teen when a freak accident involving a cursed pair of earrings and a chance encounter at a gas station causes her to switch bodies with Clive (Rob Schneider), a sleazy crook. Jessica, in the form of the repulsive Clive, struggles to adjust to this radical alteration and sets out to get her own body back before the upcoming prom.",8.734328,2002-12-13,35081550,104.0
7303,False,55000000,http://www.sonypictures.com/movies/maidinmanhattan/,en,"Maid in Manhattan","Maid in Manhattan",,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",7.291939,2002-12-13,154906693,105.0
201,False,60000000,,en,"Star Trek: Nemesis","Star Trek: Nemesis","A generation's final journey... begins.","En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",11.367801,2002-12-13,67312826,117.0
2755,False,30000000,,en,"About Schmidt","About Schmidt","Schmidt Happens","66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",11.066473,2002-12-13,105834556,125.0
33504,False,0,,es,"El Bola","El Bola",,"El Bola, a 12 year old boy a.k.a. ""Pellet"" is a 12 year old boy raised in a violent and sordid environment. Embarrassed by his family life, he avoids becoming close to classmates. The arrival of a new boy at school changes his attitude towards his classmates, and friendship. The heart of the story is the change in El Bola's life, at almost all levels, after befriending this new classmate. Written by ElianaM",2.503983,2000-10-20,0,83.0
21868,False,0,,en,Evelyn,Evelyn,"The Story of a Father�s Love That Changed a Nation.","Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment and the fact that there is no woman in the house to care for the children, Evelyn, Dermot and Maurice, make it clear to the authorities that his is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",7.724715,2002-12-13,0,92.0
65684,False,0,,de,"The Guys","The Guys",,"The story of a fire captain who lost eight men in the collapse of the World Trade Center and the editor who helps him prepare the eulogies he must deliver.",0.780534,2002-09-11,0,84.0
10856,False,0,,es,Intacto,Intacto,"Some are born with luck. Others gamble for it.","An enigmatic tale of four people whose lives are intertwined by destiny are subject to the laws of fate. They discover that luck is something they cannot afford to be without as they gamble with the highest stakes possible in a deadly game from which only one of them will emerge intact.",3.249017,2001-11-06,0,108.0
99826,False,0,,en,"The Jimmy Show","The Jimmy Show",,"A failed New Jersey inventor embarks on a career as a standup comic, turns to drink, and labors to keep his family together.",0.231573,2002-01-16,0,96.0
18602,False,0,,en,"Morvern Callar","Morvern Callar",,"Following her boyfriend's suicide, supermarket clerk Morvern Callar passes off his unpublished novel as her own...",2.328347,2002-01-01,0,97.0
121,False,79000000,http://www.lordoftherings.net/,en,"The Lord of the Rings: The Two Towers","The Lord of the Rings: The Two Towers","A New Power Is Rising.","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,2002-12-18,926287400,179.0
25838,False,0,,zh,????,"Devils on the Doorstep",,"During the Japanese occupation of China, two prisoners are dumped in a peasant's home in a small town. The owner is bullied into keeping the prisoners until the next New Year, at which time they will be collected. The village leaders convene to interrogate the prisoners. The townspeople then struggle to accommodate the prisoners. One is a bellicose Japanese nationalist, the other a nervous translator. Will the townspeople manage to keep the prisoners until the New Year?",2.438822,2000-05-12,0,139.0
1429,False,15000000,,en,"25th Hour","25th Hour","This life was so close to never happening.","The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",10.271871,2002-12-16,13060843,135.0
13435,False,12500000,,en,"Antwone Fisher","Antwone Fisher","Antwone Fisher is at war... with himself.","A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",10.944654,2002-12-19,23367586,120.0
3131,False,100000000,http://video.movies.go.com/gangsofnewyork/,en,"Gangs of New York","Gangs of New York","America was born in the streets.","It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",14.922399,2002-12-14,193772504,167.0
2642,False,60000000,,en,"Two Weeks Notice","Two Weeks Notice","Over. Done. Finished. A comedy about love at last glance.","Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",7.738531,2002-12-19,93354918,101.0
14317,False,35000000,,en,"The Wild Thornberrys Movie","The Wild Thornberrys Movie","You don't need extraordinary powers to do extraordinary things.","Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",5.341749,2002-12-20,0,85.0
11022,False,6500000,,en,Narc,Narc,,"An undercover narc dies, the investigation stalls, so the Detroit P.D. brings back Nick Tellis, fired 18-months ago when a stray bullet hits a pregnant woman. Tellis teams with Henry Oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. They follow leads and informants turn up dead.",5.20644,2002-01-14,12633747,105.0
24249,False,0,,en,"Bad Influence","Bad Influence",,"Michael, a wimpy young executive, is about to get pulverized by a jealous boyfriend in a bar when a handsome, mysterious stranger steps in--and then disappears. Later that night, while jogging, Michael runs into the stranger on a pier. He introduces himself as Alex, and the two go out to an under- ground club. Alex wheedles his way into Michael's life and turns it upside down...",2.301922,1990-03-09,0,99.0
9491,False,0,,en,"Blue Steel","Blue Steel","For a rookie cop, there's one thing more dangerous than uncovering a killer's fantasy. Becoming it.","A female rookie in the police force engages in a cat and mouse game with a pistol wielding psychopath who becomes obsessed with her.",5.200399,1990-03-16,0,102.0
2149,False,30000000,http://www.mgm.com/#/our-titles/226/Body-Of-Evidence,en,"Body of Evidence","Body of Evidence","An act of love, or an act of murder?","Sizzingly sexy Madonna leads a star-filled cast in this erotic thriller as a woman accused of killing a wealthy, elderly man through her insatiable sexual prowess.",4.655727,1993-01-15,13273595,101.0
20139,False,0,,en,"The Children's Hour","The Children's Hour","One simple lie destroyed everything they had.","A troublemaking student at a girl's school accuses two teachers of being lesbians.",7.591269,1961-01-01,0,107.0
32074,False,0,,en,"Company Business","Company Business","You can't judge a man by the company that keeps him!","An aging agent is called back by ""the Company"" to run a hostage trade of a Soviet spy for an American agent.",1.228145,1991-09-06,1501785,98.0
19067,False,900000,,en,"The Duellists","The Duellists","Fencing is a science. Loving is a passion. Duelling is an obsession.","In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",5.82556,1977-08-31,0,100.0
53712,False,0,,en,"A Kiss Before Dying","A Kiss Before Dying","He had looks, charm... and killer instincts.","Bud Corliss (Wagner) is an ambitious student who is wooing Dorothy Kingship (Woodward) purely for her father's mining fortune. When he discovers that Dorothy is pregnant with his child, he realizes she is quite likely to be disinherited by her wealthy family. He assures Dorothy that he'll take care of her, yet he hesitates when Dorothy insists on marrying. Bud then murders Dorothy and stages it in a way that it appears to be a suicide. He then reaches out to her sister Ellen (Leith) with the hopes of marrying her in order to ingratiate himself with her father. After a couple of months Ellen finds evidence to question the suicide verdict, and then discovers Bud knew Dorothy. Ellen struggles to avenge her sister and save her own life.",2.711073,1956-06-12,0,94.0
25848,False,1750000,,en,"Legend of the Lost","Legend of the Lost","Wayne Tangles with Loren...In the Adventure that's Hotter than 1000 Suns!","American ne'er-do-well Joe January is hired to take Paul Bonnard on an expedition into the desert in search of treasure.",4.250819,1957-12-17,2200000,109.0
14931,False,0,,en,"Miami Blues","Miami Blues","Real badge. Real gun. Fake cop.","When Fred gets out of prison, he decides to start over in Miami, where he starts a violent one-man crime wave. He soon meets up with amiable college student Susie. Opposing Fred is Sgt Hoke Moseley, a cop who is getting a bit old for the job, especially since the job of cop in 1980's Miami is getting crazier all the time.",3.206796,1990-04-20,0,97.0
11317,False,0,,en,"My Girl 2","My Girl 2","There's being a kid. There's being a adult. And then there's that year in between.","Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",4.911734,1994-02-11,0,99.0
4032,False,16500000,,en,"My Girl","My Girl","When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.","Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",8.605742,1991-11-27,0,102.0
8392,False,0,,ja,???????,"My Neighbor Totoro","These strange creatures still exist in Japan. Probably.","Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",13.507299,1988-04-16,0,86.0
31804,False,0,,en,"The Road to Hong Kong","The Road to Hong Kong",,"Bob Hope and Bing Crosby return as con men Chester Babcock and Harry Turner, in the last of their road movies. When Chester accidentally memorizes and destroys the only copy of a secret Russian formula for a new and improved rocket fuel, they are thrust into international intrigue, trying to stay alive while keeping the formula out of enemy hands.",1.561911,1962-01-01,0,91.0
81048,False,130000,http://www.beckerfilms.com/page3.html,en,"Running Time","Running Time","Time is Running Out!","Running Time was filmed in black and white, in real time, and seemingly takes place in one continuous, fluid shot. It's a little like Hitchcock's ""Rope,"" but it's on location! Carl, an ex-con who sets out to rob the prison laundry system where he worked for 5 years (while in the pen), has spent ten years in prison planning the ultimate heist. Upon his release, he meets up with a high school buddy, who's made all the arrangements for the job, and rented him a hooker for his first encounter in a decade with a real girl. After picking up the safecracker and their getaway driver, they've got twenty minutes to pull off the perfect heist...but soon everything falls apart before Carl's eyes. He might still get the girl, though! Written by Scary Mary",0.471913,1997-12-18,1596,70.0
12232,False,0,,en,"The Thief of Bagdad","The Thief of Bagdad","GIGANTIC! The Wonder Picture of All Time!","When Prince Ahmad (John Justin) is blinded and cast out of Bagdad by the nefarious Jaffar (Conrad Veidt), he joins forces with the scrappy thief Abu (the incomparable Sabu, in his definitive role) to win back his royal place, as well as the heart of a beautiful princess (June Duprez).",3.428166,1940-12-25,0,106.0
11706,False,6000000,,en,"War and Peace","War and Peace","The Greatest Novel Ever Written ... Now Magnificently Alive On The Screen!","Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.",3.666277,1956-08-21,12500000,208.0
61265,False,0,,en,"Where Sleeping Dogs Lie","Where Sleeping Dogs Lie","A writer searching for the dead is about to uncover the killer.","A murder mystery writer misreads the nervous man he bullies in a spooky Hollywood mansion.",0.520664,1991-11-13,0,95.0
42569,False,0,,en,"Where�s Poppa?","Where�s Poppa?","I wish momma would stop saying that! Yeah.","When New York attorney Gordon Hocheiser meets Louise Callan, the girl of his dreams, he schemes to eliminate his aging, senile mother, even though he promised his late father that he'd always take care of her. He fears that his batty mom's eccentricities will shortly lead to Louise's departure.",3.351759,1970-11-10,0,82.0
25720,False,0,,en,"The Whistle Blower","The Whistle Blower",,"A war veteran tries to investigate the murder of his son who was working as a Russian translator for the British intelligence service during the Cold War. He meets a web of deception and paranoia that seems impenetrable...",3.098412,1986-11-21,0,100.0
26946,False,70000,,en,"Attack of the Crab Monsters","Attack of the Crab Monsters","From the depths of the sea... a tidal wave of terror!","A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane explodes. The team soon discovers that the island has been taken over by crabs that have mutated into enormous, intelligent monsters. To add to their problems, the island is slowly sinking into the ocean. Will any of them manage to escape?",5.264676,1957-02-10,0,62.0
16938,False,0,,en,"Black Christmas","Black Christmas","If this movie doesn�t make your skin crawl, it�s on too tight!","A sorority house is terrorized by a stranger who makes frightening phone calls and then murders the sorority sisters during Christmas break.",5.310614,1974-10-11,0,98.0
21143,False,750000,,en,"The Day of the Triffids","The Day of the Triffids","Beware the triffids... they grow... know... walk... talk... stalk... and kill!","A shower of meteorites produces a rare night time spectacle that blinds anyone that looks at it. As it was such a beautiful sight, most people were watching, and as a consequence, 99% of the World's population go completely blind. In the original novel, this chaos results in the escape of Triffids: farmed plants harvested for their oils, which are capable of moving themselves around and are carnivorous. In this film version, however, the Triffids are not indigenous plants. Instead they are space aliens whose spores have arrived in this and an earlier meteor shower.  Derided by the original novel's author, John Wyndham, for straying so far away from the source material.",7.351703,1962-07-01,0,94.0
61578,False,0,,en,"Esther Kahn","Esther Kahn",,"A Jewish girl in 19th century London dreams of becoming a stage actress.",0.10648,2000-10-04,0,163.0
20424,False,0,,en,"Invaders from Mars","Invaders from Mars","NATURAL or SUPERNATURAL?","In the early hours of the night, young David Maclean sees a flying saucer land and disappear into the sand dunes just beyond his house. Slowly, all of the adults, including his once loving parents, begin to act strangely.",3.262443,1953-04-22,0,78.0
4561,False,0,,fr,"Histoire d'O","The Story of O","""O"" is the mistress of all mistresses.","The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",5.100454,1975-08-28,0,97.0
4435,False,0,,hi,????,Asoka,"Only the dead have seen the end of war","In India, about 260 BC in the Empire of Magadha, the Prince Asoka (Shah Rukh Khan) survives to many betrayals of his brothers, leaded by the evil Susima (Ajit Kumar), who wants to kill him to inherit the throne. His mothers orders Asoka to leave Magadha, and while traveling, he meets Princess Kaurwaki (Karriena Kapoor) and her brother, Prince Aryan (Sooraj Balaji) from Kalinga, who are undercover and protected by General Bheema (Rahul Dev). Asoka and Kaurwaki falls in love for each other, but the mother of Asoka calls him back to Magadha. When he returns, he does not find Kaurwaki, who was attacked by traitors of Kalinga. When Asoka's mother is killed by a man of Susima, Asoka becomes mad, kills all his evil brothers but Sugatra, who escapes to Kalinga. Asoka decides to conquer Kalinga, but in the end, he concludes that he has not built an empire, but conquered only corpses and destroyed everything, and he decides to spread love and the Buddhism.",1.484908,2001-09-13,19000000,155.0
16993,False,0,,en,"Fat City","Fat City","Life is what happens in between rounds.","Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",2.576301,1972-07-26,0,100.0
18002,False,0,,en,"Love, Honour and Obey","Love, Honour and Obey",,"Jonny dreams of leaving his dead-end job as a courier. Through his childhood best friend, nephew of the notorious crime lord Ray Kreed, he wins his way into the toughest gang in North London. Hungry for action, Jonny sparks a feud between Ray's gang and a rival firm in South London headed by drug kingpin Sean and his lieutenant Matthew.",4.886559,2000-04-07,0,103.0
21332,False,0,,en,Quicksilver,Quicksilver,"Kevin Bacon is Jack Casey. He traded in his three-piece suit for a ten-speed and the streets.","Jack Casey ('Kevin Bacon' )used to be a hot-shot stock market whiz kid. After a disastrous professional decision, his life in the fast lane is over. He loses his nerve and joins a speed delivery firm which relies on bicycles to avoid traffic jams of San Francisco, is attracted to a fellow bicycler, Terri, and befriends Hector, a budding entrepreneur. Can Jack regain his nerve and his self-respect, and rebuild his life on a more sound basis?",2.732817,1986-02-14,0,105.0
640,False,52000000,https://www.facebook.com/CatchMeIfYouCanMovie,en,"Catch Me If You Can","Catch Me If You Can","The true story of a real fake.","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",19.833077,2002-12-25,352114312,141.0
