cid,movie_id,character,gender,person_id,name
130784,44591,"Hank Scott",2,54681,"Richard Denning"
130785,44591,"Teresa Alvarez",1,56923,"Mara Corday"
130786,44591,"Artur Ramos",0,50968,"Carlos Rivas"
130787,44591,Juanito,0,131055,"Mario Navarro"
130791,15983,"Matt Hunter",2,51576,"Chuck Norris"
130793,15983,Koyo,2,53024,"James Pax"
130794,15983,"Mikhail Rostov",2,97878,"Richard Lynch"
130795,15983,Nikko,0,166204,"Alexander Zale"
130796,15983,Mickey,2,1275,"Billy Drago"
130797,15992,"Katie Burke",1,3897,"Katie Holmes"
130798,15992,"Wade Handler",2,4589,"Benjamin Bratt"
130799,15992,"Embry Larkin",2,56365,"Charlie Hunnam"
130800,15992,"Samantha Harper",1,11664,"Zooey Deschanel"
130801,15992,"Lieutenant Bill Strayton",2,10430,"Fred Ward"
130804,15992,"Robert Hanson",2,11365,"Mark Feuerstein"
130805,15992,"Mousy Julie",1,15091,"Melanie Lynskey"
130806,15992,"Professor Jergensen",2,6541,"Philip Bosco"
130807,15992,"Harrison Hobart",2,32458,"Gabriel Mann"
130808,15992,August,2,78500,"Will McCormack"
130809,15992,"Dr. David Schaffer",2,3417,"Tony Goldwyn"
130810,15992,"Amanda Luttrell",1,17773,"Gabrielle Union"
130811,15992,"Eager Beaver",1,58168,"Rachelle Lefevre"
130814,15999,"D (Voice)",0,79049,"Andrew Philpot"
130815,15999,"Meier Link (Voice)",0,79050,"John Rafter Lee"
130816,15999,"Charlotte (Voice)",1,79051,"Wendee Lee"
130817,15999,"Left Hand (Voice)",2,8316,"Michael McShane"
130818,15999,"Leila (Voice)",1,21063,"Pamela Adlon"
130819,15999,"Carmila (Voice)",0,51958,"Julia Fletcher"
130820,15999,"Polk (Voice)",0,79052,"John Hostetter"
130821,15999,Benge,0,9708,"Keiji Fujiwara"
130822,15999,"Kyle (Voice)",0,79054,"Alex Fernandez"
130823,15999,"Borgoff (Voice)",0,29797,"Matt McKenzie"
130824,15999,"John Elbourne/Nolt/Mashira (Voice)",0,31531,"John DiMaggio"
130825,15999,"Alan Elbourne / Priest (Voice)",2,56348,"John DeMita"
130826,15999,"Caroline (Voice)",1,31161,"Mary Elizabeth McGlynn"
130827,15999,"Grove (Voice)",2,21694,"Jack Fletcher"
130829,38096,Sandy,1,10767,"Barbara Hershey"
130830,38096,Peter,2,19576,"Richard Thomas"
130831,38096,Dan,2,52374,"Bruce Davison"
130832,38096,Anibal,2,1058358,"Ernesto Gonzalez"
130833,38096,Sidney,2,124007,"Conrad Bain"
130834,38096,"Town Hood",0,1071995,"Lou Gary"
130835,38096,"Dan's mother",0,171927,"Eileen Letchworth"
130836,38096,"Mr. Caudell",2,105308,"Peter Turgeon"
130837,38096,"Peter's father",2,8853,"Ralph Waite"
130838,44625,Chris,2,15424,"Michael Vartan"
130841,44625,Tim,2,26457,"Matthew Lillard"
130842,44625,Rand,2,36631,"Randall Batinkoff"
130843,44625,Emma,1,41292,"Keri Russell"
130844,44625,Natalie,1,20302,"Tamara Craig Thomas"
130845,44625,"Detective Shipper",2,131118,"Anthony Griffith"
130846,44625,"Detective Amato",2,131119,"Bo Dietl"
130847,44625,"Dr. Ashley",1,65002,"Dana Delany"
130848,44625,"Chancellor Alexander",2,131120,"Henry Strozier"
130849,44634,"Michelle Jordan",1,55314,"Kimberly Elise"
130851,16003,"Erik Bäckström",2,32684,"Rolf Lassgård"
130852,16003,"Leif Bäckström",2,6287,"Lennart Jähkel"
130853,16003,"Tomme Harela",2,5998,"Jarmo Mäkinen"
130854,16003,"Anna Sivertsson",0,18068,"Helena Bergström"
130855,16003,Ove,0,67987,"Tomas Norström"
130856,16003,Stig,0,111363,"Thomas Hedengran"
130857,16003,Eilert,0,76317,"Rolf Degerlund"
130858,16003,"Lasse Bengtsson",0,107909,"Roland Hedlund"
130859,16003,"Åke Zetterlund",2,103866,"Åke Lindman"
130864,16003,"Håkan",0,6002,"Göran Forsmark"
130869,38099,"Yung Fei",2,119643,"Dorian Tan Tao-Liang"
130870,38099,"Little Tan",2,18897,"Jackie Chan"
130871,38099,"Du Qing",2,62410,"Sammo Hung"
130872,38099,"Zhang Yi",2,11401,"John Woo"
130873,38099,"",0,119644,"Chu Ching"
130874,38099,"",0,119605,"Yeung Wai"
130875,38099,"",0,105665,"Wilson Tong"
130876,38099,"Ma Lieh",0,119606,"Gam Kei-Chu"
130877,38099,"",0,119645,"Ko Keung"
130878,38099,[Extra],0,62414,"Yuen Biao"
130879,38099,"",2,57609,"Yuen Wah"
130880,38099,"",0,119646,"Lam Hak-Ming"
130881,38099,"",0,119647,"To Wai-Wo"
130882,38099,"",0,119648,"Tong Kam-Tong"
130883,38099,"",2,119649,"Chen Feng-Chen"
130884,38099,"",0,119650,"Chiu Chun"
130885,38099,"",0,119612,"Cheung Ching-Kwok"
130886,38099,"",0,119651,"Cheung Yan-Hon"
130887,38099,"",0,119652,"San Chan-Yat"
130888,38099,"",0,119653,"Mang Ding-Goh"
130889,38099,"",0,119655,"Chiang Sheng"
130890,38099,"",0,119656,"Cheung Bo-Sin"
130891,38099,"",0,119657,"Lam Chi-Ming"
130901,38099,"",0,1114203,"Lu Feng"
130902,44634,"Cassey Jordan",1,18284,"Loretta Devine"
130903,44634,Twana,1,88161,"Debbi Morgan"
130904,44634,Todd,2,66101,"Michael Boatman"
130907,44635,Dag,2,12260,"Ron Eldard"
130908,44635,Halley,1,26467,"Kyra Sedgwick"
130909,44635,Paula,1,3141,"Marisa Tomei"
130912,44635,Dink,2,22970,"Peter Dinklage"
130913,44635,Rebecca,1,6407,"Marley Shelton"
130916,44641,"Dr. Fuentes",2,17094,"Federico Luppi"
130917,44641,"Domingo, the Soldier",2,144532,"Damián Delgado"
130918,44641,"Conejo, the Boy",0,144533,"Dan Rivera González"
130919,44641,"Graciela, the Mute Girl",0,144534,"Tania Cruz"
130920,44641,"Padre Portillo, the Priest",2,7370,"Damián Alcázar"
130921,44641,Andrew,2,25503,"Mandy Patinkin"
130922,44662,"Chamberlain Kuranosuke Oishi",0,131200,"Hakuô Matsumoto"
130923,44662,"Lord Naganori Asano",0,33764,"Yûzô Kayama"
130924,44662,"Yasubei Horibe",2,13251,"Tatsuya Mihashi"
130925,44662,"Gunpei Takada",2,18615,"Akira Takarada"
130926,44662,"Kinemon Okano",2,131201,"Yōsuke Natsuki"
130927,44662,"Kazuemon Fuwa",2,127834,"Makoto Satô"
130928,44662,"Jyujiro Kan",0,18612,"Tadao Takashima"
130929,44662,"Asano Official",2,83202,"Seizaburô Kawazu"
130930,44662,"Hyobu Chishaka",2,7453,"Takashi Shimura"
130931,44662,"Kichiemon Terasaka",0,7457,"Daisuke Katô"
130932,44662,"Awajinokami Wakisake (Lord Awaji)",2,70324,"Keiju Kobayashi"
130933,44662,"Chikara Tsuchiya",2,131202,"Ryô Ikebe"
130934,44662,"Riku Oishi",1,95504,"Setsuko Hara"
130935,44662,"Aguri Asano",1,70811,"Yôko Tsukasa"
130936,44662,Okaru,0,131203,"Reiko Dan"
130937,44662,Otsuya,0,67023,"Yuriko Hoshi"
130938,44662,Ume,0,128665,"Yumi Shirakawa"
130939,44662,Saho,1,30564,"Kumi Mizuno"
130940,44662,"Woman Refugee",0,10070,"Mie Hama"
130941,44662,"Lord Date",2,30469,"Akira Kubo"
130942,44662,"Daigaku Asano",0,96800,"Tatsuyoshi Ehara"
130943,44662,"Genba Tawaraboshi",2,7450,"Toshirō Mifune"
130944,44662,"Lord Yoshinaga Kira",0,131204,"Chûsha Ichikawa"
130948,62956,"Annie Mary Pugh",1,3052,"Rachel Griffiths"
130949,62956,"Jack Pugh",2,378,"Jonathan Pryce"
130950,62956,Hob,2,65524,"Ioan Gruffudd"
130951,62956,Nob,2,29528,"Matthew Rhys"
130952,62956,Minister,2,51879,"Kenneth Griffith"
130953,62956,"Mrs Ifans",1,185830,"Ruth Madoc"
130954,62956,"The Mayor",0,236309,"Radcliffe Grafton"
130955,44674,"Agnès Manise",1,19068,"Dominique Blanc"
130956,44674,"Pascal Manise",2,5079,"Gilbert Melki"
130957,44674,"Cécile Rivet",1,27163,"Ornella Muti"
130958,44674,"Jeanne Coste",1,20080,"Catherine Frot"
130959,44674,"Alain Costes",2,77929,"François Morel"
130963,62994,Lorna,1,57395,"Natasha Henstridge"
130964,62994,Andy,2,36422,"Luke Wilson"
130965,62994,Jeri,1,21197,"Janeane Garofalo"
130966,62994,Jeff,2,73499,"Bruce McCulloch"
130967,62994,Keiran,1,148112,"Kristin Lehman"
130968,62994,Rachel,1,99513,"Amie Carey"
130969,62994,Trevor,2,51539,"Gordon Currie"
130970,62994,Callum,2,16846,"Harland Williams"
130971,62994,"Dr. Cavan, Dog Psychologist",2,56867,"Mark McKinney"
130972,62994,"Male Dog Owner #2",2,184488,"Albert Schultz"
130973,62994,Norm,0,193043,"Jerry Schaefer"
130974,62994,Dougie,2,5918,"Zachary Bennett"
130975,62994,Cheryl,1,33676,"Kathleen Robertson"
130976,62994,Neighbor,2,229,"Peter MacNeill"
130977,16026,"Stig-Helmer Olsson",0,79056,"Lasse Åberg"
130978,16026,"Ole Bramserud",0,79057,"Jon Skolmen"
130979,16026,"Berra Ohlsson",0,79058,"Sven Melander"
130980,16026,"Robban Söderberg",0,79059,"Weiron Holmberg"
130981,16026,"Maj-Britt 'Majsan' Lindberg",0,79060,"Lottie Ejebrant"
130982,16026,"Siv Åman",0,79061,"Kim Anderzon"
130983,16026,"Gösta Angerud",0,79062,"Roland Jansson"
130984,16026,"Dr. B. A:son Levander",2,74736,"Magnus Härenstam"
130992,16026,"Arne Storch",0,1105509,"Svante Grundberg"
130993,16026,"Lasse Lundberg",0,84278,"Ted Åström"
130994,16028,"Julia Lund",1,73836,"Laura Regan"
130995,16028,"Paul Loomis",2,46772,"Marc Blucas"
130996,16028,"Sam Burnside",2,58019,"Ethan Embry"
130997,16028,"Terry Alba",1,52776,"Dagmara Domińczyk"
130998,16028,"Billy Parks",2,17866,"Jon Abrahams"
130999,16028,"Mary Parks",1,59242,"Desiree Zurowski"
131004,38126,"Francois Delambre",2,1905,"Vincent Price"
131005,38126,"Philippe Delambre",2,31896,"Brett Halsey"
131006,38126,"Insp. Beecham",2,100589,"John Sutton"
131007,38126,"Ronald Holmes, alias Alan Hinds",2,16063,"David Frankham"
131008,38126,"Max Berthold",2,85943,"Dan Seymour"
131009,38126,"Cecile Bonnard",1,119734,"Danielle De Metz"
131010,38126,"Granville (reporter)",0,119735,"Jack Daly"
131011,38126,"Mme. Bonnard",0,119736,"Janine Grandel"
131012,38126,"Sgt. Dubois",0,119738,"Richard Flato"
131013,38126,Cop,0,103385,"Gregg Martell"
131014,38126,"Lt. MacLish",2,98497,"Barry Bernard"
131015,38126,"Insp. Evans",2,119739,"Pat O'Hara"
131016,38126,Priest,0,119740,"Francisco Villalobos"
131017,38126,Nurse,0,119741,"Joan Cotton"
131018,38126,"Gaston (watchman)",2,30163,"Michael Mark"
131021,44691,"Monsignor Hugh O'Flaherty",2,8487,"Gregory Peck"
131022,44691,"Col. Herbert Kappler",2,290,"Christopher Plummer"
131023,44691,"Capt. Hirsch",2,10734,"Kenneth Colley"
131024,44691,"Minna Kappler",1,16021,"Barbara Bouchet"
131025,44691,"Francesca Lombardo",1,50744,"Olga Karlatos"
131026,44691,"Pope Pius XII",2,11857,"John Gielgud"
131027,44691,"Father Vittorio",2,3268,"Raf Vallone"
131033,44695,"Billy Jack",2,129482,"Tom Laughlin"
131034,44695,"Vicky Barrington",0,141397,"Elizabeth James"
131035,44695,"Daniel 'Danny' Carmody",2,78690,"Jeremy Slate"
131036,44695,Child,2,96308,"William Wellman Jr."
131037,44695,"Deputy Fred",2,16556,"Jack Starrett"
131040,63020,"Dorita Evita Perez",1,3141,"Marisa Tomei"
131041,63020,"Juan Raul Perez",2,658,"Alfred Molina"
131042,63020,"Carmela Perez",1,5657,"Anjelica Huston"
131043,63020,"Lt. John Pirelli",2,9046,"Chazz Palminteri"
131044,63020,"Teresa Perez",1,17187,"Trini Alvarado"
131048,38135,"Ben Mercado",2,13391,"Dante Basco"
131049,38135,Doug,0,239054,"Jayson Schaal"
131050,38135,Dave,0,239055,"Brian Card"
131051,38135,Jennifer,1,166962,"Mindy Spence"
131052,38135,Susie,0,239056,"Nicole Hawkyard"
131053,38135,Rick,0,239057,"Brandon Martinez"
131054,38135,"Tito Lenny",0,239058,"Ernie Zarate"
131055,38135,"Gina Mercado",1,239059,"Gina Alajar"
131056,38135,"Rose Mercado",1,239061,"Bernadette Balagtas"
131057,38135,"Edwin Mercado",2,76539,"Derek Basco"
131058,38135,"Annabelle Manalo",0,179942,"Joy Bisco"
131059,38135,Jun,0,239062,"Rawlins Apilado"
131062,38143,"Qiu Ju",1,643,"Gong Li"
131063,38143,"Wan Qinglai, chili farmer",0,125572,"Liu Peiqi"
131064,38143,"Meizi, Qinglai's sister",0,143028,"Liuchun Yang"
131065,38143,"Wang Shantang, village chief",0,143029,"Kesheng Lei"
131066,38143,"Officer Li",0,143030,"Zhijun Ge"
131068,44705,Olivia,1,1283,"Helena Bonham Carter"
131069,44705,"Sir Andrew Aguecheek",2,20766,"Richard E. Grant"
131070,44705,Malvolio,0,15788,"Nigel Hawthorne"
131071,44705,Feste,2,2282,"Ben Kingsley"
131072,44705,"Sir Toby Belch",2,141450,"Mel Smith"
131073,44705,Maria,1,11356,"Imelda Staunton"
131074,44705,"Duke Orsino",2,10881,"Toby Stephens"
131075,44705,Viola,1,20769,"Imogen Stubbs"
131078,44705,"Party Guest/Dancer (uncredited)",2,107408,"David Burke"
131082,44708,"Zhang Shi Hao",0,64440,"Chen Bolin"
131083,44708,"Meng Ke Rou",1,85962,"Gwei Lun-mei"
131084,44708,"Lin Yuezhen",1,131297,"Yolin Liang"
131085,44708,"Rou's mother",0,1191597,"Chau Ching"
131086,44708,coach,0,1191598,"Ming Gin-Cheng"
131087,44708,A-main/A-Mian,0,1191600,"Lin Hsien-Neng"
131088,44708,Pepe/Pipi,0,1183737,"Jay Shih Yuan-Chieh"
131089,44708,"campus guard",0,1191603,"Roger Huang Jiang-Feng"
131096,16052,"Selena Quintanilla-Pérez",1,16866,"Jennifer Lopez"
131097,16052,"Abraham Quintanilla",2,587,"Edward James Olmos"
131098,16052,"Chris Perez",2,288,"Jon Seda"
131099,16052,"Young Selena",0,953193,"Rebecca Lee Meza"
131100,16052,"Young Suzette",1,950326,"Victoria Elena Flores"
131101,16052,"Young Abie",2,955633,"Rafael Tamayo"
131102,38147,"Paula Richards",1,8231,"Suzanne Pleshette"
131103,38147,"Don Richards",2,20913,"David Birney"
131104,38147,"Tracy Richards",1,119777,Louanne
131105,38147,Shingo,0,16167,"John Louie"
131106,38147,"Charles Benson, School Principal",2,19403,"Conrad Janis"
131107,38147,"Dr. Jerome Newell",2,119778,"Anthony Holland"
131108,38147,"NBC Newscaster",0,119780,"Hugh Downs"
131109,38147,"Herself on NBC",1,119781,"Joyce Brothers"
131110,38147,"Judge Thomas Miller",2,15387,"Wilfrid Hyde-White"
131111,38147,"Harriet Manley",1,47902,"Marian Mercer"
131112,38147,"Dr. Young, School Psychologist",1,98902,"Bebe Drake"
131113,38147,"Superintendant Jeffrey Hodges",0,119782,"Vernon Weddle"
131114,38147,"Rosa, Paula's Housekeeper",1,3434,"Alma Beltran"
131122,38147,God,2,80625,"George Burns"
131124,38148,"God / Harry O. Tophet",2,80625,"George Burns"
131125,38148,"Gary Frantz",2,21399,"Ron Silver"
131126,38148,"Wendy Shelton",1,29021,"Roxanne Hart"
131127,38148,"Charlie Gray",2,35370,"Eugene Roche"
131128,38148,"Mrs. K",0,116772,"Janet Brandt"
131133,38151,"Michael Hamilton",2,11492,"Clark Gable"
131134,38151,"Lucia Curcio",1,16757,"Sophia Loren"
131135,38151,"Mario Vitale",2,12329,"Vittorio De Sica"
131136,38151,Renzo,0,12003,"Paolo Carlini"
131137,38151,Gennariello,2,119795,"Giovanni Filidoro"
131138,38151,"Nando Hamilton",2,52256,"Marietto Angeletti"
131143,44736,Rolfe,2,12149,"Richard Widmark"
131144,44736,"Aly Mansuh",2,16897,"Sidney Poitier"
131145,44736,Orm,2,6725,"Russ Tamblyn"
131152,44736,Aminah,1,30927,"Rosanna Schiaffino"
131153,44736,Krok,2,29661,"Oskar Homolka"
131154,44736,Sven,2,38070,"Edward Judd"
131155,44736,Aziz,0,30706,"Lionel Jeffries"
131156,44736,Gerda,1,94799,"Beba Lončar"
131157,44736,"King Harald",2,101875,"Clifford Evans"
131158,44736,Vahlin,2,41998,"Gordon Jackson"
131159,44736,Rhykka,2,13329,"Colin Blakely"
131160,44736,Olla,2,95125,"David Lodge"
131161,44736,Auctioneer,2,47396,"Henry Oscar"
131162,44736,Raschild,2,125908,"Paul Stassino"
131163,44736,Ylva,1,136507,"Jeanne Moody"
131169,63054,"",0,551653,"Mistress Beatrice"
131170,63054,Himself,2,92561,"Nick Broomfield"
131171,63054,"",0,551654,"Mistress Catherine"
131172,63054,"",0,551655,"Mistress Delilah"
131173,63054,"",0,551656,"Mistress Natasha"
131174,63054,"",0,551657,"Mistress Raven"
131175,63054,"",0,551658,"Elissa Wald"
131179,38153,"Bobby Bishop",2,6952,"Charlie Sheen"
131180,38153,"Jacob Conrad",2,55636,"Donald Sutherland"
131181,38153,"Amanda Givens",1,2713,"Linda Hamilton"
131182,38153,"The Agent",2,32747,"Stephen Lang"
131183,38153,Grasso,2,32897,"Nicholas Turturro"
131184,38153,Toyanbee,2,15253,"Stanley Anderson"
131185,38153,"Prof. Yuri Pochenko",2,6609,"Theodore Bikel"
131186,38153,"General Blackburn",2,6354,"Charles Cioffi"
131187,38153,Blythe,2,7675,"Paul Gleason"
131188,38153,"Frank Ridell",2,12646,"Terry O'Quinn"
131189,38153,"The President",2,8975,"Sam Waterston"
131190,38153,"Vicepresident Saxon",2,856,"Ben Gazzara"
131191,38153,Page,2,11626,"Gore Vidal"
131192,38153,Murphy,2,131120,"Henry Strozier"
131193,38153,Janet,0,39568,"Dey Young"
131195,38155,"Ti Ming Chi",0,62414,"Yuen Biao"
131196,38155,Countess,1,56830,"Brigitte Lin"
131197,38155,"Fat Man / Chang Mei",2,62410,"Sammo Hung"
131198,38155,"Blue Army soldier",2,26760,"Tsui Hark"
131201,38155,"Yi Chen",0,83556,"Mang Hoi"
131202,38155,"Ting Yin",2,82401,"Adam Cheng"
131203,38155,"Abbott Hsiao Yu",0,83624,"Damian Lau"
131204,38155,"Lady Li I-Chi",0,555631,"Judy Ongg"
131205,38155,"Heaven's Blade",2,70674,"Norman Chu"
131206,38155,"Evil Disciple",0,118745,"Fung Hak-On"
131207,38155,"Mu Sang, Countess's Guard",1,544779,"Moon Lee"
131216,44756,"Daria Morgendorffer",0,1229455,"Tracy Grandstaff"
131218,63076,Narrator,2,92561,"Nick Broomfield"
131219,63076,Herself,0,92032,"Heidi Fleiss"
131220,63076,Herself,0,1144665,"Madam Alex"
131221,63076,Himself,0,1144666,"Ivan Nagy"
131222,63076,Actor/Herself,1,74954,"Corinne Bohrer"
131223,63076,Himself,0,550826,"Daryl Gates"
131229,63076,Himself,2,42545,"Ron Jeremy"
131231,44768,"Yosuke Sasano",2,18056,"Koji Yakusho"
131232,44768,"Saeko Aizawa",1,126509,"Misa Shimizu"
131233,44772,"Charles Cummings",2,69718,"Jon Cryer"
131234,44772,"Laura Victor",1,3416,"Demi Moore"
131235,44772,Nelson,2,504,"Tim Robbins"
131236,44772,Ken,2,4175,"Jeffrey Tambor"
131238,44772,Jake,2,66606,"George Wendt"
131239,44772,Susan,1,15274,"E.G. Daily"
131240,44772,Mona,1,7906,"Jennifer Tilly"
131242,63097,"Agent Kevin David Walker",2,2876,"Matt Dillon"
131243,63097,"Marilyn Song",1,6720,"Joan Chen"
131244,63097,"Agent Ron Pirelli",2,9257,"Bruno Kirby"
131248,63105,Alex,0,230665,"Sue Price"
131249,63105,Nebula,2,40644,"Chad Stahelski"
131250,63105,Emily,1,94648,"Tina Cote"
131251,63105,"Po / Juna",0,94663,"Earl White"
131252,63105,"Zumi / Rebel #2",0,94656,"Jahi J.J. Zuri"
131253,63105,Zana,0,1263308,"Karen Studer"
131254,63105,"Tribal Chief",0,1263309,"Shelton Baily"
131255,63105,"U.N. Chief",2,91897,"Jon H. Epstein"
131256,63105,Lock,1,1041315,"Sharon Bruneau"
131257,63105,Ditko,1,975563,"Debbie Muggli"
131258,38171,"Anna Koreff / Anastasia",1,4111,"Ingrid Bergman"
131259,38171,"General Sergei Pavlovich Bounine",2,14528,"Yul Brynner"
131260,38171,"Dowager Empress Maria Feodorovna",0,47439,"Helen Hayes"
131261,38171,"Boris Adreivich Chernov",2,30719,"Akim Tamiroff"
131262,38171,"Baroness Elena von Livenbaum",1,20127,"Martita Hunt"
131263,38171,Chamberlain,2,85345,"Felix Aylmer"
131264,38171,"Piotr Ivanovich Petrovin",0,34594,"Sacha Pitoëff"
131265,38171,"Prince Paul von Haraldberg",2,9928,"Ivan Desny"
131266,38171,"Irina Lissemskaia / Nini",1,7643,"Natalie Schafer"
131267,38171,Stepan,0,119813,"Grégoire Gromoff"
131268,38171,"Mikhail Vlados",2,38050,"Karel Stepanek"
131269,38171,Marusia,0,119814,"Ina De La Haye"
131279,44800,"Axel Freed",2,3085,"James Caan"
131280,44800,Hips,2,7004,"Paul Sorvino"
131281,44800,Billie,1,27964,"Lauren Hutton"
131282,44800,"A. R. Lowenthal",2,31977,"Morris Carnovsky"
131283,44800,"Naomi Freed",1,119113,"Jacqueline Brookes"
131284,44800,Carmine,2,4521,"Burt Young"
131285,44800,Jimmy,2,133853,"Carmine Caridi"
131286,44800,One,2,14069,"Vic Tayback"
131287,44800,Howie,2,76019,"Steven Keats"
131288,44800,Monkey,0,133854,"London Lee"
131289,44800,"Las Vegas gambler",2,588,"M. Emmet Walsh"
131290,44800,"Bank officer",2,4512,"James Woods"
131291,44800,Spencer,0,133855,"Carl W. Crudup"
131292,44800,Bernie,2,568531,"Allan Rich"
131294,44801,"Nick Pirandello",2,26485,"Jim Belushi"
131295,44801,"Bob Wilson",2,27772,"John Ritter"
131296,44807,Julie,1,583254,"Anna Belle Francis"
131297,44807,"Leslie / Ah Beng",2,583255,"Caleb Goh"
131298,44807,Mei,1,583346,"Medaline Tan"
131300,63115,Lane,1,4726,"Marcia Gay Harden"
131303,38191,"Dr. Michael Reynolds",2,57755,"Woody Harrelson"
131304,38191,"Navajo Woman",1,10680,"Talisa Soto"
131305,38191,"Dr. Renata Baumbauer",1,10774,"Anne Bancroft"
131308,38191,"Brandon 'Blue' Monroe",2,288,"Jon Seda"
131309,38191,"Victoria Reynolds",1,42703,"Alexandra Tydings"
131310,16072,"Lt. Col. Joshua Lawrence Chamberlain",2,8447,"Jeff Daniels"
131311,16072,"Lt. Gen. Thomas Stonewall Jackson",2,32747,"Stephen Lang"
131312,16072,"Gen. Robert E. Lee",2,3087,"Robert Duvall"
131314,16072,"Sgt. Buster Kilrain",2,27116,"Kevin Conway"
131315,16072,"Sgt. Thomas Chamberlain",2,2878,"C. Thomas Howell"
131316,16072,"Capt. Alexander 'Sandie' Pendleton",2,23646,"Jeremy London"
131317,16072,"Col. Adelbert Ames",2,28414,"Matt Letscher"
131318,16072,"Maj. Gen. Winfield Scott Hancock",0,945144,"Brian Mallon"
131319,16072,"Maj. Walter Taylor",0,241735,"Bo Brinkman"
131320,16072,"Lt. Gen. James Longstreet",2,2547,"Bruce Boxleitner"
131321,16072,"Maj. Gen. A. P. Hill",2,590,"William Sanderson"
131334,16072,"Maj. Gen. George Pickett",2,20215,"Billy Campbell"
131335,16072,"Maj. Gen. J. E. B. Stuart",2,155962,"Joseph Fuqua"
131354,16077,Matt,2,79187,"Sean Cw Johnson"
131355,16077,Rex,2,20176,"Kris Lemche"
131356,16077,Danny,2,79188,"Stephen O'Reilly"
131357,16077,Emma,1,73836,"Laura Regan"
131358,16077,Charlie,1,20981,"Jennifer Sky"
131359,16077,"The Cop",2,79189,"Nick Mennell"
131363,16081,"Dr. John Dolittle",0,35321,"Rex Harrison"
131364,16081,"Emma Fairfax",1,46780,"Samantha Eggar"
131365,16081,"Albert Blossom",2,4786,"Richard Attenborough"
131366,16081,"Matthew Mugg",2,81409,"Anthony Newley"
131367,16081,"General Bellowes",2,6600,"Peter Bull"
131368,16081,"Mrs. Blossom",1,120340,"Muriel Landers"
131369,16081,"Tommy Stubbins",2,996597,"William Dix"
131370,38203,"Öövini",0,124873,"Sulevi Peltola"
131371,38203,Pappi,2,124262,"Taneli Mäkelä"
131376,44853,"Daniel Dillon",2,3064,"Peter Mullan"
131377,44853,Lucia,1,63,"Milla Jovovich"
131378,44853,"Donald Dalglish",2,8210,"Wes Bentley"
131379,44853,"Elena Burn",1,2630,"Nastassja Kinski"
131380,44853,"Hope Burn",1,98,"Sarah Polley"
131381,44853,Annie,1,1834,"Shirley Henderson"
131382,44853,"Francis Bellanger",2,2320,"Julian Richings"
131383,44857,"Molly McKay",1,1951,"Elisabeth Shue"
131384,44857,"Buck McKay",2,6383,"Aaron Eckhart"
131385,44857,"Susan Brookes",1,50877,"Jill Hennessy"
131386,44857,Sam,2,11155,"Thomas Jane"
131387,44857,"Mark Cottrell",2,87956,"D.W. Moffett"
131388,44857,"Beverly Trehare",1,31167,"Elizabeth Mitchell"
131389,44857,"Dr. Simmons",2,41739,"Robert Harper"
131394,44864,Tamino,0,131568,"Josef Köstlinger"
131395,44864,Pamina,0,131569,"Irma Urrila"
131396,44864,Papageno,2,131570,"Håkan Hagegård"
131397,44864,Papagena,0,131571,"Elisabeth Erikson"
131398,44864,"Första damen (First Lady)",0,131572,"Britt-Marie Aruhn"
131399,44864,"Andra damen (Second Lady)",0,131573,"Kirsten Vaupel"
131400,44864,"Tredje damen (Third Lady)",0,131574,"Birgitta Smiding"
131401,44864,Sarastro,0,131575,"Ulrik Cold"
131402,44864,"Nattens Drottning",0,131576,"Birgit Nordin"
131403,44864,Monostatos,0,131577,"Ragnar Ulfung"
131404,44864,Talaren,0,131578,"Erik Sædén"
131405,44864,"Andra prästen (Second Priest)",0,131579,"Ulf Johanson"
131406,44864,"Första prästen (First Priest)",0,34774,"Gösta Prüzelius"
131407,44864,"Vakt i Prövningarnas Hus",0,131580,"Jerker Arvidson"
131408,44864,"Vakt i Prövningarnas Hus",0,131581,"Hans Johansson"
131409,44864,"Tredje gossen (Third Boy)",0,131582,"Erland von Heijne"
131410,44864,"Andra Gossen (Second Boy)",0,131583,"Ansgar Krook"
131411,44864,"Första gossen (First Boy)",2,131584,"Urban Malmberg"
131414,16081,"William Shakespeare X",2,10225,"Geoffrey Holder"
131415,16081,"Sarah Dolittle",0,198948,"Portia Nelson"
131416,16081,"Lady Fetherington",1,10926,"Norma Varden"
131417,16082,"Nikolai 'Kolya' Rodchenko",2,79952,"Mikhail Baryshnikov"
131418,16082,"Raymond Greenwood",2,66804,"Gregory Hines"
131419,16082,"Colonel Chaiko",2,43553,"Jerzy Skolimowski"
131420,16082,"Galina Ivanova",1,15735,"Helen Mirren"
131421,16082,"Anne Wyatt",1,41283,"Geraldine Page"
131422,16082,"Darya Greenwood",1,6588,"Isabella Rossellini"
131423,16082,"Wynn Scott",2,5589,"John Glover"
131424,16082,"Captain Kirigin",0,79954,"Stefan Gryff"
131425,16082,"Chuck Malarek",2,663,"William Hootkins"
131426,16082,"Ambassador Larry Smith",2,10657,"Shane Rimmer"
131427,16082,"Ballerina (Death)",0,79955,"Florence Faure"
131428,16082,Pilot,0,79956,"David Savile"
131429,16082,Co-pilot,0,79957,"Ian Liston"
131430,16082,"Flight Engineer",0,79958,"Benny Young"
131431,16082,"Stewardess #1",0,79959,"Hilary Drake"
